Sample_971	Sample_1295	Sample_31	Sample_1107	Sample_40	Sample_856	Sample_624	Sample_988	Sample_745	Sample_850	Sample_550	Sample_945	Sample_858	Sample_994	Sample_982	Sample_986	Sample_973	Sample_1133	Sample_315	Sample_579	Sample_564	Sample_1045	Sample_1003	Sample_827	Sample_358	Sample_1218	Sample_964	Sample_750	Sample_873	Sample_66	Sample_299	Sample_985	Sample_955	Sample_78	Sample_733	Sample_1247	Sample_992	Sample_1013	Sample_1011	Sample_870	Sample_998	Sample_348	Sample_888	Sample_527	Sample_1322	Sample_1082	Sample_893	Sample_1018	Sample_1010	Sample_556	Sample_839	Sample_81	Sample_899	Sample_357	Sample_1106	Sample_861	Sample_571	Sample_1053	Sample_1271	Sample_782	Sample_292	Sample_753	Sample_751	Sample_770	Sample_1136	Sample_872	Sample_606	Sample_1317	Sample_1051	Sample_1270	Sample_1228	Sample_747	Sample_1108	Sample_1005	Sample_243	Sample_320	Sample_1283	Sample_307	Sample_561	Sample_1145	Sample_41	Sample_859	Sample_622	Sample_1233	Sample_1140	Sample_833	Sample_559	Sample_1030	Sample_338	Sample_1306	Sample_1138	Sample_331	Sample_989	Sample_64	Sample_616	Sample_1081	Sample_599	Sample_35	Sample_362	Sample_977	Sample_966	Sample_1113	Sample_1028	Sample_976	Sample_238	Sample_902	Sample_1313	Sample_1118	Sample_1054	Sample_612	Sample_1297	Sample_344	Sample_855	Sample_14	Sample_1071	Sample_39	Sample_886	Sample_538	Sample_942	Sample_53	Sample_233	Sample_136	Sample_253	Sample_718	Sample_885	Sample_174	Sample_425	Sample_172	Sample_152	Sample_554	Sample_29	Sample_17	Sample_433	Sample_148	Sample_126	Sample_905	Sample_168	Sample_1123	Sample_1103	Sample_915	Sample_444	Sample_1076	Sample_246	Sample_154	Sample_144	Sample_258	Sample_161	Sample_430	Sample_737	Sample_141	Sample_1111	Sample_133	Sample_129	Sample_1213	Sample_67	Sample_131	Sample_241	Sample_151	Sample_255	Sample_442	Sample_121	Sample_429	Sample_218	Sample_23	Sample_260	Sample_930	Sample_134	Sample_914	Sample_256	Sample_254	Sample_167	Sample_59	Sample_866	Sample_845	Sample_581	Sample_546	Sample_849	Sample_1298	Sample_310	Sample_1320	Sample_291	Sample_742	Sample_716	Sample_1093	Sample_898	Sample_356	Sample_1207	Sample_760	Sample_761	Sample_1239	Sample_1265	Sample_968	Sample_1092	Sample_831	Sample_904	Sample_1308	Sample_343	Sample_874	Sample_848	Sample_766	Sample_609	Sample_862	Sample_1061	Sample_341	Sample_932	Sample_865	Sample_1315	Sample_715	Sample_943	Sample_569	Sample_346	Sample_860	Sample_76	Sample_1275	Sample_289	Sample_746	Sample_1300	Sample_98	Sample_1190	Sample_111	Sample_464	Sample_461	Sample_819	Sample_460	Sample_455	Sample_199	Sample_180	Sample_721	Sample_787	Sample_1201	Sample_785	Sample_1157	Sample_823	Sample_114	Sample_498	Sample_214	Sample_90	Sample_380	Sample_401	Sample_817	Sample_97	Sample_794	Sample_1177	Sample_475	Sample_103	Sample_12	Sample_188	Sample_352	Sample_13	Sample_392	Sample_91	Sample_177	Sample_710	Sample_467	Sample_786	Sample_50	Sample_371	Sample_366	Sample_117	Sample_724	Sample_368	Sample_184	Sample_816	Sample_1178	Sample_383	Sample_108	Sample_1173	Sample_176	Sample_105	Sample_197	Sample_706	Sample_1191	Sample_1179	Sample_106	Sample_490	Sample_1200	Sample_709	Sample_1211	Sample_788	Sample_370	Sample_1181	Sample_803	Sample_25	Sample_189	Sample_491	Sample_456	Sample_477	Sample_1161	Sample_485	Sample_1186	Sample_202	Sample_1193	Sample_815	Sample_389	Sample_488	Sample_465	Sample_1174	Sample_487	Sample_1158	Sample_474	Sample_497	Sample_193	Sample_384	Sample_802	Sample_342	Sample_708	Sample_494	Sample_369	Sample_466	Sample_11	Sample_454	Sample_822	Sample_1168	Sample_502	Sample_376	Sample_789	Sample_93	Sample_387	Sample_1197	Sample_115	Sample_399	Sample_713	Sample_187	Sample_270	Sample_411	Sample_364	Sample_801	Sample_181	Sample_1170	Sample_1195	Sample_1102	Sample_185	Sample_396	Sample_486	Sample_920	Sample_1171	Sample_1176	Sample_940	Sample_933	Sample_252	Sample_938	Sample_1114	Sample_1068	Sample_428	Sample_160	Sample_443	Sample_326	Sample_1080	Sample_1323
-1.96	-2.169	-1.556	-1.078	-1.571	-2.563	-2.051	-1.311	-1.521	-2.605	-2.273	-1.48	0.151	-2.063	-1.582	-3.257	-2.521	-1.944	-1.958	-0.989	-1.839	-2.73	-3.694	-2.026	-3.419	-2.475	-2.22	-2.298	-1.762	-2.417	-1.115	-4.453	-3.295	-1.922	-1.159	-3.225	-1.415	-3.06	-2.589	-2.639	-2.074	-4.085	-3.808	-3.871	-2.026	-2.699	-2.361	-0.92	-2.731	-2.159	-1.672	-0.393	-2.606	-1.187	-1.755	-0.437	-2.352	-2.191	-3.265	-1.32	-0.124	-1.286	-1.464	-2.586	-1.153	-1.806	-2.571	-2.683	-1.442	-2.015	-2.03	-1.576	-1.601	-1.684	-2.576	-1.31	-2.989	-2.156	-2.751	-1.549	-2.697	-2.747	-2.38	-3.09	-2.743	-3.54	-2.199	-2.058	-2.104	-2.508	-1.426	-2.506	-3.149	-2.788	-1.953	-1.527	-2.887	-1.367	-1.889	-0.809	-0.992	-1.719	-2.692	-1.703	-2.683	-2.779	-2.099	-3.503	-1.418	-1.867	-2.32	-3.728	-2.917	-1.218	-1.848	-2.079	-2.177	-3.358	-1.998	-2.012	-1.988	-1.721	-0.791	-2.2	-1.888	-3.505	-0.915	-1.762	-2.872	-2.622	-3.146	-3.054	-2.217	-1.356	-3.016	-1.929	-1.676	-3.642	-2.179	-2.968	-2.368	-1.585	-1.232	-2.612	-1.703	-1.223	-1.832	-1.274	-0.727	-2.619	-2.556	-0.29	-1.372	-4.316	-3.588	-1.557	-2.472	-1.328	-1.93	-3.924	-2.862	-1.647	-3.309	-1.061	-1.987	-2.077	-1.124	-1.446	-2.701	-1.185	-1.794	-1.978	-1.536	-2.811	-2.143	-1.471	-1.781	-2.082	-1.407	-1.899	-2.499	-1.418	-1.233	-0.871	-0.226	-3.51	-2.347	-2.338	-2.086	-2.23	-0.554	-2.954	-2.438	-2.432	-1.179	-2.365	-2.823	-2.415	-1.846	-1.754	-1.164	-1.511	-1.722	-3.205	-1.639	-1.514	-2.123	-2.766	-0.802	-1.941	-2.39	-1.731	-2.33	-2.107	-4.284	-1.915	-0.792	-2.09	-3.236	-1.78	-1.126	-2.88	-2.07	-2.219	-2.118	-2.032	-2.369	-1.88	-2.036	-1.404	-3.093	-2.821	-3.225	-1.772	-2.847	-1.248	-2.617	-2.676	-3.049	-2.197	-3.161	-1.903	-2.04	-2.231	-1.879	-2.399	-2.33	-2.622	-2.132	-1.402	-1.291	-2.119	-2.499	-1.381	-2.014	-3.778	-1.053	-3.764	-1.917	-0.977	-2.286	-2.6	-1.945	-1.471	-2.226	-1.765	-1.602	-2.227	-2.414	-3.06	-1.009	-1.6	-1.621	-3.008	-2.596	-3.708	-0.9	-1.268	-2.288	-2.201	-1.598	-2.426	-1.87	-2.533	-1.534	-1.728	-1.741	-3.964	-1.44	-2.376	-2.595	-1.66	-3.22	-2.275	-1.98	-2.519	-1.81	-1.758	-1.21	-1.82	-2.359	-2.584	-0.717	-2.622	-0.442	-3.045	-3.266	-1.65	-3.182	-2.019	-1.932	-1.594	-2.506	-3.17	-2.548	-1.373	-2.294	-3.157	-2.094	-2.105	-1.486	-2.512	-1.389	-0.6	-2.668	-0.297	-1.894	-0.992	-2.352	-1.323	-2.375	-2.584	-2.751	-1.972	-2.235	-2.28	-1.999	-1.262	-1.159	-1.475	-2.14	-1.175	-1.424	-2.796	-1.774	-1.981	-2.943	-2.139	-1.19
